"Myntra","eCommerce","https://www.facebook.com/myntra"
"Yepme Shopping","eCommerce","https://www.facebook.com/YepmeShopping"
"Amazon India","eCommerce","https://www.facebook.com/AmazonIN"
"eBay India","eCommerce","https://www.facebook.com/ebaydotin"
"Yebhi.com","eCommerce","https://www.facebook.com/YebhiIndia"
"Infibeam","eCommerce","https://www.facebook.com/infibeam"
"HomeShop18","eCommerce","https://www.facebook.com/homeshop18"
"ShopClues","eCommerce","https://www.facebook.com/ShopClues"
"Indiatimes Shopping","eCommerce","https://www.facebook.com/indiatimesshopping"
"Inkfruit!","eCommerce","https://www.facebook.com/inkfruit"
"Pepperfry","eCommerce","https://www.facebook.com/Pepperfry"
"Fashionara","eCommerce","https://www.facebook.com/ShopFashionara"
"FirstCry.com","eCommerce","https://www.facebook.com/FirstCryIndia"
"Babyoye.com","eCommerce","https://www.facebook.com/babyoye"
"ZOVI","eCommerce","https://www.facebook.com/zovi"
"koovs","eCommerce","https://www.facebook.com/koovs"
"fashionandyou.com","eCommerce","https://www.facebook.com/fashionandyou"
"Tradus","eCommerce","https://www.facebook.com/tradus"
"Junglee.com","eCommerce","https://www.facebook.com/jungleecom"
"ELITIFY.com","eCommerce","https://www.facebook.com/elitify"
"Paytm","eCommerce","https://www.facebook.com/Paytm"
"Groupon","eCommerce","https://www.facebook.com/GrouponIN"
"LensKart","eCommerce","https://www.facebook.com/Lenskartindia"
"redBus","eCommerce","https://www.facebook.com/redbus.in"
"Cleartrip","eCommerce","https://www.facebook.com/cleartrip"
"CaratLane.com","eCommerce","https://www.facebook.com/caratlane"
"IndiaCircus","eCommerce","https://www.facebook.com/indiacircus"
"Narendra Modi","Politician","https://www.facebook.com/narendramodi"
"Smriti Zubin Irani","Politician","https://www.facebook.com/Smriti.Irani.Official"
"Amit Shah","Politician","https://www.facebook.com/AmitShah.Official"
"Bharatiya Janta Party (BJP)","Political Party","https://www.facebook.com/BJP4India"
"Indian National Congress","Political Party","https://www.facebook.com/IndianNationalCongress"
"Aam Aadmi Party (AAP)","Political Party","https://www.facebook.com/AamAadmiParty"
"Aam Aadmi Party - Delhi","Political Party","https://www.facebook.com/AAPDelhiNCR"
"Samajwadi Party","Political Party","https://www.facebook.com/samajwadiparty"
"Arvind Kejriwal","Politician","https://www.facebook.com/AAPkaArvind"
"Dr. Kumar Vishwas","Politician","https://www.facebook.com/KumarVishwas"
"Manish Sisodia","Politician","https://www.facebook.com/ManishSisodiaAAP"
"Yogendra Yadav","Politician","https://www.facebook.com/AapYogendra"
"Arun Jaitley","Politician","https://www.facebook.com/ArunJaitley"
"Rajnath Singh","Politician","https://www.facebook.com/RajnathSinghBJP"
"Sushma Swaraj","Politician","https://www.facebook.com/SushmaSwarajBJP"
"General V K Singh","Politician","https://www.facebook.com/generalvksingh"
"Varun Gandhi","Politician","https://www.facebook.com/varungandhi80"
"RSS","Political Party","https://www.facebook.com/swayamsevaks"
"Akhilesh Yadav","Politician","https://www.facebook.com/yadavakhilesh"
"Nitiesh Kumar","Politician","https://www.facebook.com/NitishKumarJDU"
"Shivraj Singh Chouhan","Politician","https://www.facebook.com/ChouhanShivraj"
"Biju Janta Dal","Political Party","https://www.facebook.com/BijuJanataDal"
"Make in India","Government","https://www.facebook.com/makeinindiaofficial"
"Ministry of External Affairs, India","Government","https://www.facebook.com/MEAINDIA"
"Ministry of Finance, Government of India","Government","https://www.facebook.com/finmin.goi"
"Ministry of Human Resource Development, Government of India","Government","https://www.facebook.com/HRDMinistry"
"ISRO's Mars Orbiter Mission","Government","https://www.facebook.com/isromom"
"Indian Premier League","Sports","https://www.facebook.com/IPL"
"ISL - Indian Super League","Sports","https://www.facebook.com/IndianSuperLeague"
"Delhi Daredevils","Sports","https://www.facebook.com/delhidaredevils"
"Rajasthan Royals","Sports","https://www.facebook.com/RajasthanRoyals"
"Chennai Super Kings","Sports","https://www.facebook.com/TheChennaiSuperKings"
"Kolkata Knight Riders","Sports","https://www.facebook.com/KolkataKnightRiders"
"Royal Challengers Bangalore","Sports","https://www.facebook.com/RoyalChallengersBangalore"
"Mumbai Indians","Sports","https://www.facebook.com/mumbaiindians"
"Kings XI Punjab","Sports","https://www.facebook.com/KingsXIPunjab"
"Chennaiyin FC","Sports","https://www.facebook.com/ChennaiyinFC"
"Kerala Blasters","Sports","https://www.facebook.com/keralablasters"
"Mumbai City FC","Sports","https://www.facebook.com/MumbaiCityFC"
"FC Goa","Sports","https://www.facebook.com/FCGoaOfficial"
"FC Pune City","Sports","https://www.facebook.com/FCPuneCity"
"NorthEast United FC","Sports","https://www.facebook.com/pages/NorthEast-United-FC/629845517114819"
